KEY;default;de;sl;nl;dk;se;gr;no;fi;lt;fr;it;pl;es;pt
no.nibio.vips.2_0.models.SEPAPIICOL.execution.input_schema.definitions.fieldObs_SEPTAP.properties.observed.title;observed;beobachtet;Opazovano;waargenomen;observeret;Observerat;παρατηρήθηκε;Observert;Havainnoitu;Pastebėta;observé;Osservato;;;
no.nibio.vips.2_0.models.SEPAPIICOL.execution.input_schema.definitions.fieldObs_SEPTAP.title;Septoria apiicola quantification;Quantifizierung von Septoria apiicola;Kvantifikacija listne pegavosti zelene;Kwantificering Septoria apiicola (bladvlekkenziekte);Septoria apiicola kvantificering;Kvantifiering av Septoria apiicola (selleribladfläcksjuka);Ποσοτικός προσδιορισμός της Septoria apiicola;;Septoria apiicola (sellerin lehtilaikkutauti) kvantifiointi;Septoria apiicola kiekybinis nustatymas;Quantification de Septoria apiicola;Quantificazione di Septoria apiicola;;;
no.nibio.vips.2_0.models.SEPAPIICOL.execution.input_schema.properties.configParameters.properties.endDateCalculation.title;End date of calculation (YYYY-MM-DD);Enddatum der Berechnung (JJJJ-MM-TT);Končni datum izračuna (DD-MM-LLLL);Einddatum van de berekening (JJJJ-MM-DD);Slutdato for beregning (ÅÅÅÅ-MM-DD);Slutdatum för beräkning (ÅÅÅÅ-MM-DD);Ημερομηνία λήξης του υπολογισμού (YYYY-MM-DD);Sluttdato for beregning (ÅÅÅÅ-MM-DD);Laskennan päätöspäivä (VVVV-KK-PP);Skaičiavimo pabaigos data (MMMM-MM-DD);Date de fin du calcul (AAAA-MM-JJ);Data finale del calcolo (AAAA-MM-GG);;;
no.nibio.vips.2_0.models.SEPAPIICOL.execution.input_schema.properties.configParameters.properties.fieldObservationQuantifications.title;Field observation quantifications;Quantifizierungen aus Feldbeobachtungen;Kvantifikacije po opazovanju na terenu;Veldwaarnemingen kwantificeringen;Feltobservations kvantificeringer;Kvantifiering av fältobservationer;Ποσοτικοί προσδιορισμοί παρατήρησης πεδίου;Kvantifisering av feltobservasjoner;Kenttähavaintojen kvantifiointi;Pasėlių stebėjimų kiekybiniai duomenys;Quantifications des observations sur le terrain;Quantificazioni delle osservazioni sul campo;;;
no.nibio.vips.2_0.models.SEPAPIICOL.execution.input_schema.properties.configParameters.properties.fieldObservations.title;Field observations;Feldbeobachtungen;Opazovanja na terenu;Veldwaarnemingen;Feltobservationer;Fältobservationer;Παρατηρήσεις πεδίου;Feltobservasjoner;Kenttähavainnot;Pasėlių stebėjimai;Observations sur le terrain;Osservazioni in campo;;;
no.nibio.vips.2_0.models.SEPAPIICOL.execution.input_schema.properties.configParameters.properties.startDateGrowth.title;Start date of growth (YYYY-MM-DD);Startdatum des Anbaus (JJJJ-MM-TT);Datum začetka rasti (DD-MM-LLLL);Begindatum van de groei (JJJJ-MM-DD);Startdato for vækst (ÅÅÅÅ-MM-DD);Startdatum för tillväxt (ÅÅÅÅ-MM-DD);Ημερομηνία έναρξης της ανάπτυξης (YYYY-MM-DD);Startdato for vekst (ÅÅÅÅ-MM-DD);Kasvun alkupäivämäärä (VVVV-KK-PP);Augimo pradžios data (MMMM-MM-DD);Date de début de la croissance (AAAA-MM-JJ);Data di inizio della crescita (AAAA-MM-GG);;;
no.nibio.vips.2_0.models.SEPAPIICOL.execution.input_schema.properties.configParameters.properties.timeZone.title;Time zone (e.g. Europe/Oslo);Zeitzone (z. B. Europa/Oslo);Časovni pas (npr. Evropa/Oslo);Tijdzone (bv. Europa/Oslo);Tidszone (f.eks. Europa/Oslo);Tidzon (t.ex. Europa/Oslo);Ζώνη ώρας (π.χ. Ευρώπη/Οσλο);Tidssone (f.eks Europa/Oslo);Aikavyöhyke (esim. Eurooppa/Oslo);Laiko juosta (pvz., Europa/Oslas);Fuseau horaire (par exemple, Europe/Oslo);Fuso orario (es. Europa/Oslo);;;
no.nibio.vips.2_0.models.SEPAPIICOL.execution.input_schema.properties.configParameters.title;Configuration parameters;Konfigurationsparameter;Parametri za konfiguracijo;Configuratieparameters;Konfigurationsparametre;Konfigurationsparametrar;Παράμετροι διαμόρφωσης;Konfigurasjonsparametre;Konfigurointiparametrit;Konfigūracijos parametrai;Paramètres de configuration;Parametri di configurazione;;;
no.nibio.vips.2_0.models.SEPAPIICOL.execution.input_schema.properties.modelId.title;Model Id (Must be SEPAPIICOL);Modell-ID (muss SEPAPIICOL sein);ID modela (mora biti SEPAPIICOL);Model-id (moet SEPAPIICOL zijn);Model-id (skal være SEPAPIICOL);Modell-ID (måste vara SEPAPIICOL);Model Id (Πρέπει να είναι SEPAPIICOL);Modell-ID (må være SEPAPIICOL);Mallin Id (Täytyy olla SEPAPIICOL);Modelio ID (turi būti SEPAPIICOL);Model Id (Doit être SEPAPIICOL);Id del modello (deve essere SEPAPIICOL);;;
no.nibio.vips.2_0.models.SEPAPIICOL.name;Septoria apiicola model;Septoria-Blattflecken-Modell;Model listne pegavosti zelene;Septoria apiicola model;Septoria apiicola model;Modell för bladfläcksjuka på selleri;Μοντέλο Septoria apiicola;Modell for selleribladflekk;Septoria apiicola malli;Septoria apiicola modelis;Modèle Septoria apiicola;Modello Septoria apiicola;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.chart_groups.G1.title;Results;Ergebnisse;Rezultati;Resultaten;Resultater;Resultat;Αποτελέσματα;Resultat;Tulokset;;Résultats;Risultati;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.chart_heading;;;;;;;;;;;;;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.result_parameters.PEST_OBSERVED.description;Without this, the warning status will never exceed yellow status;"Ohne diese Angabe wird der Warnstatus niemals den Status ""Gelb"" überschreiten";Brez tega opozorilni status nikoli ne bo presegel rumenega statusa.;Zonder dit, zal de waarschuwingsstatus nooit de gele status overschrijden;Uden dette vil advarselsstatus aldrig overstige gul status;Utan denna kommer inte varningar att överskrida gul nivå;Χωρίς αυτό, η κατάσταση προειδοποίησης δεν θα υπερβεί ποτέ την κίτρινη κατάσταση;Uten denne vil ikke varsler overskride gult nivå;Ilman tätä varoitustila ei koskaan ylitä keltaista tilaa;Be šito, įspėjimo būsena niekada neviršys geltonos reikšmės.;Sans cela, l'état d'alerte ne dépassera jamais l'état jaune.;In assenza di ciò, lo stato di allerta non supererà mai lo stato giallo.;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.result_parameters.PEST_OBSERVED.title;Has the pest been observed in or near the field, or in the nearby region;Wurde der Schaderreger auf oder in der Nähe des Feldes oder in der nahe gelegenen Region beobachtet?;Ali je bil škodljivec opažen na polju, v njegovi bližini ali v bližnji regiji?;Is de plaag waargenomen in of in de buurt van het perceel, of in de nabije regio;Er skadedyret observeret i eller i nærheden af ​​marken eller i den nærliggende region;Har skadegöraren observerats i eller vid fältet, eller i närområdet?;Έχει παρατηρηθεί το παράσιτο στο χωράφι ή κοντά στο χωράφι ή στην κοντινή περιοχή;Har skadegjøreren blitt observert i eller ved åkeren, eller i nærområdet?;Onko tautia havaittu pellolla tai sen läheisyydessä;Ar kenkėjas buvo pastebėtas pasėlyje, šalia jo arba netoliese esančiame regione;L'organisme nuisible a-t-il été observé dans le champ ou à proximité, ou dans la région voisine ?;Il parassita è stato osservato nel campo o nelle sue vicinanze, o nella regione vicina;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.result_parameters.WET_DAY.description;Based on leaf wetness measurements;Basierend auf Messungen der Blattnässe;Na podlagi meritev vlažnosti listov?;Gebaseerd op metingen van de bladnatheid ;Baseret på målinger af bladvådhed;Baserat på mätningar av bladfukt;Με βάση τις μετρήσεις υγρασίας των φύλλων;Basert på målinger av bladfukt;Perustuu lehden kosteuden mittauksiin;Remiantis lapų drėgnumo matavimais;Basé sur les mesures de l'humidité des feuilles;In base alle misurazioni dell'umidità fogliare;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.result_parameters.WET_DAY.title;Was this a wet day;War dies ein nasser Tag;Ali je bil to vlažen dan?;Was dit een natte dag;Var det en våd dag;Har dagen varit våt?;Ήταν μια βροχερή μέρα;Har dagen vært en våt dag?;Oliko tämä märkä päivä;Ar tai buvo drėgna diena;Etait-ce un jour de pluie ?;È stata una giornata umida;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.warning_status_interpretation.0.explanation;The model is not active;Modell ist nicht aktiv;Model ni aktiven.;Het model is niet actief;Modellen er ikke aktiv;Modellen är inte aktiv;Το μοντέλο δεν είναι ενεργό;Modellen er inaktiv;Malli ei ole aktiivinen;Modelis neaktyvus;Le modèle n'est pas actif;Il modello non è attivo;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.warning_status_interpretation.0.recommended_action;;;;;;;;;;;;;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.warning_status_interpretation.1.explanation;Data is missing;Es fehlen Daten;Podatki manjkajo.;Gegevens ontbreken;Data mangler;Data saknas;Λείπουν δεδομένα;Manglende data;Dataa puuttu;Data is missing;Les données sont manquantes;I dati sono mancanti;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.warning_status_interpretation.1.recommended_action;;;;;;;;;;;;;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.warning_status_interpretation.2.explanation;No risk of infection.;Kein Risiko einer Infektion.;Ni nevarnosti okužbe.;Geen infectierisico.;Ingen risiko for infektion;Ingen risk for infektion;Δεν υπάρχει κίνδυνος μόλυνσης.;Ingen risiko for infeksjon;Ei infektioriskiä;Infekcijos pavojaus nėra.;Aucun risque d'infection.;Nessun rischio di infezione.;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.warning_status_interpretation.2.recommended_action;;;;;;;;;;;;;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.warning_status_interpretation.3.explanation;Weather conditions favorable for infection risk. No known sources of inoculum in the region.;Witterungsbedingungen, die das Infektionsrisiko begünstigen. Keine bekannten Inokulumquellen in der Region.;Vremenski pogoji so ugodni za tveganje okužbe. V regiji ni znanih virov inokuluma.;Weersomstandigheden gunstig voor infectierisico. Geen bekende bronnen van inoculum in de regio.;Vejrforhold gunstige for smitte. Ingen kendte kilder til inokulum i regionen.;Väderförhållandena är gynnsamma för infektion. Det finns inga kända inokulumkällor i regionen.;Καιρικές συνθήκες ευνοϊκές για τον κίνδυνο μόλυνσης. Δεν υπάρχουν γνωστές πηγές μολυσμάτων στην περιοχή.;Værforholdene er gunstige for infeksjon. Det er ingen kjente inokulum-kilder i regionen.;Sääolosuhteet ovat suotuisat tartuntariskille. Ei tunnettuja tartunnan lähteitä alueella.;Oro sąlygos yra palankios infekcijos rizikai. Regione nėra žinomų užkrato šaltinių.;Conditions météorologiques favorables au risque d'infection. Aucune source d'inoculum connue dans la région.;Condizioni meteorologiche favorevoli al rischio di infezione. Non sono note fonti di inoculo nella regione.;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.warning_status_interpretation.3.recommended_action;Field inspections are recommended. Consult your advisory service. Consider action to protect your crop based on observations in your own field.;Feldbeobachtungen werden empfohlen. Konsultieren Sie Ihren Beratungsdienst. Erwägen Sie Maßnahmen zum Schutz Ihres Bestandes auf der Grundlage von Beobachtungen auf Ihrem eigenen Feld.;Priporočajo se terenski pregledi. Posvetujte se s svojo svetovalno službo. Razmislite o ukrepih za zaščito pridelka na podlagi opažanj na svojem polju.;Veldinspecties worden aanbevolen. Raadpleeg uw adviseur. Overweeg ingrijpen om uw gewas te beschermen op basis van waarnemingen in uw eigen perceel.;Markinspektioner anbefales. Kontakt din rådgivningstjeneste. Overvej handling for at beskytte din afgrøde baseret på observationer i din egen mark.;Du bör kontrollera fältet. Kontakta din lokala rådgivingstjänst. Överväg åtgärder för att skydda din kultur baserat på dina fältobservationer.;Συνιστώνται επιτόπιες επιθεωρήσεις. Συμβουλευτείτε τη συμβουλευτική σας υπηρεσία. Εξετάστε τη λήψη μέτρων για την προστασία της καλλιέργειάς σας με βάση τις παρατηρήσεις στο δικό σας χωράφι.;Det anbefales å undersøke åkeren. Kontakt den lokale rådgivingstjenesten din. Vurder tiltak for å beskytte kulturen din basert på observasjonene du gjør i felt.;Peltohavaintoja suositellaan. Ota yhteyttä neuvojaan. Harkitse toimenpiteitä sadon suojaamiseksi omien havaintojen perusteella.;Rekomenduojama stebėti pasėlius. Pasikonsultuokite su savo konsultavimo tarnyba. Remdamiesi savo pasėlių stebėjimais, apsvarstykite pasėlių apsaugos priemones.;Les inspections sur le terrain sont recommandées. Consultez votre service de conseil. Envisagez des mesures pour protéger votre culture en fonction des observations faites dans votre propre champ.;Si raccomanda di effettuare ispezioni sul campo. Consultate il vostro servizio di consulenza. Considerate le azioni da intraprendere per proteggere le vostre colture in base alle osservazioni effettuate sul vostro campo.;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.warning_status_interpretation.4.explanation;Weather conditions favorable for infection risk, and infections of Septoria late blight have been reported in the nearby region. ;Witterungsbedingungen, die das Infektionsrisiko begünstigen, und Infektionen mit der Septoria-Blattfleckenkrankheit wurden in der nahen Region gemeldet. ;Vremenske razmere so ugodne za tveganje okužbe, v bližnji regiji pa so poročali o okužbah z listno pegavostjo zelene. ;Weersomstandigheden gunstig voor infectierisico en infecties van bladvlekkenziekte zijn gemeld in de nabije regio. ;Vejrforhold, der er gunstige for infektionsrisiko, og infektioner af Septoria er blevet rapporteret i den nærliggende region.;Väderförhållandena är gynnsamma för infektion, och det har baldfläcksjuka på selleri har rappoterats i området.;Οι καιρικές συνθήκες ευνοούν τον κίνδυνο μόλυνσης και έχουν αναφερθεί μολύνσεις από Septoria late blight στην κοντινή περιοχή.;Værforholdene er gunstige for infeksjon, og det har blitt rapportert om smitte av selleribladflekk i området.;Sääolosuhteet ovat suotuisat tartuntariskille. Lähialueella raportoitu Septoria lehtilaikkuhavaintoja.;Oro sąlygos palankios infekcijos rizikai, be to, netoliese esančiame regione užfiksuota salierų septoriozės infekcijų.;Les conditions météorologiques sont favorables au risque d'infection, et des infections de mildiou septorien ont été signalées dans la région voisine.;Condizioni meteorologiche favorevoli al rischio di infezione e infezioni di peronospora tardiva di Septoria sono state segnalate nella regione vicina. ;;;
no.nibio.vips.2_0.models.SEPAPIICOL.output.warning_status_interpretation.4.recommended_action;Consult your advisory service. Consider action to protect your crop based on observations in your own field.;Konsultieren Sie Ihren Beratungsdienst. Erwägen Sie Maßnahmen zum Schutz Ihres Bestandes auf der Grundlage von Beobachtungen auf Ihrem eigenen Feld.;Posvetujte se s svojo svetovalno službo. Razmislite o ukrepih za zaščito pridelka na podlagi opažanj na svojem polju.;Raadpleeg uw adviseur. Overweeg actie om uw gewas te beschermen op basis van waarnemingen op uw eigen perceel.;Kontakt din rådgivningstjeneste. Overvej handling for at beskytte din afgrøde baseret på observationer i din egen mark.;Kontakta din lokala den lokala rådgivingstjänst. Överväg åtgärder för att skydda din kultur baserat på dina fältobservationer.;Συμβουλευτείτε τη συμβουλευτική σας υπηρεσία. Εξετάστε τη λήψη μέτρων για την προστασία της καλλιέργειάς σας με βάση τις παρατηρήσεις στο δικό σας χωράφι.;Kontakt den lokale rådgivingstjenesten din. Vurder tiltak for å beskytte kulturen din basert på observasjonene du gjør i felt.;Ota yhteyttä neuvojaan. Harkitse toimenpiteitä omien havaintojen pohjalta.;Pasikonsultuokite su savo konsultavimo tarnyba. Apsvarstykite pasėlių apsaugos priemones, remdamiesi savo pasėlių stebėjimais.;Consultez votre service de conseil. Envisagez des mesures de protection de votre culture en fonction des observations faites dans votre propre champ.;Consultate il vostro servizio di consulenza. Considerate la possibilità di proteggere le vostre colture in base alle osservazioni effettuate sul vostro campo.;;;
no.nibio.vips.2_0.models.SEPAPIICOL.purpose;Weather-based infection risk alerts for Septoria apiicola in celery;Infektionsrisiko-Warnung für Septoria-Blattfleckenkrankheit bei Sellerie;Opozorila o nevarnosti okužbe z listno pegavostjo zelene.;Infectiewaarschuwingen voor bladvlekkenziekte in selderij;Infektionsrisikoadvarsler for Septoria apiicola i selleri;Risk för smitta av bladfläcksjuka i selleri.;Συναγερμοί κινδύνου μόλυνσης για Septoria apiicola στο σέλινο;Risiko for smitte av selleribladflekk i selleri.;Infektioriski hälyttää Septoria apiicolasta sellerillä;Įspėjimai dėl Septoria apiicola infekcijos salieruose;Alertes au risque d'infection pour Septoria apiicola dans le céleri;Allarmi sul rischio di infezione per Septoria apiicola nel sedano;;;
